id,term,n_words,has_source_link,has_article_link,has_other_link,region,journal
29284731,stroke,150,,,,,Stroke
29284725,stroke,152,,,,,Stroke
29284572,stroke,126,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29284570,stroke,145,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29284569,stroke,136,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29284568,stroke,143,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29284544,stroke,134,,,,,Journal of neuroengineering and rehabilitation
29284304,stroke,141,,,,,Human gene therapy
29284178,stroke,149,,,,,Australian occupational therapy journal
29284046,stroke,98,,,,,PloS one
29283692,stroke,129,,,,,International journal of sports physiology and performance
29283439,stroke,152,,,,,Annals of neurology
29283333,stroke,123,,,,,"Journal of environmental pathology, toxicology and oncology : official organ of the International Society for Environmental Toxicology and Cancer"
29283315,stroke,157,,,,,Acta cardiologica
29283314,stroke,129,,,,,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism
29283288,stroke,111,,,,,Brain injury
29283285,stroke,110,,,,,Brain injury
29283052,stroke,48,,,,,Current pharmaceutical design
29283051,stroke,95,,,,,Current pharmaceutical design
29283026,stroke,129,,,,,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry"
29283020,stroke,113,,,,,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry"
29282819,stroke,134,,,,,European journal of heart failure
29282793,stroke,126,,,,,Health economics
29282702,stroke,135,,,,,Swiss medical weekly
29282697,stroke,99,,,,,Molecular neurobiology
29282632,stroke,150,,,,,International journal of clinical pharmacy
29282627,stroke,144,,,,,Translational stroke research
29282332,stroke,163,,,,,Neurology
29282302,stroke,129,,,,,Journal of lipid research
29282142,stroke,207,,,,,Trials
29282133,stroke,82,,,,,Molecular neurodegeneration
29282131,stroke,157,,,,,Journal of neuroengineering and rehabilitation
29282099,stroke,198,,,,,Trials
29281734,stroke,113,,,,,PloS one
29281609,stroke,83,,,,,Cleveland Clinic journal of medicine
29281606,stroke,79,,,,,Cleveland Clinic journal of medicine
29281159,stroke,155,,,,,European journal of neurology
29281157,stroke,162,,,,,European journal of neurology
29281114,stroke,152,,,,,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association"
29281086,stroke,134,,,,,European heart journal
29280924,stroke,151,,,,,"Shock (Augusta, Ga.)"
29280732,stroke,95,,,,,eLife
29280696,stroke,103,,,,,The Journal of laryngology and otology
29280651,stroke,125,,,,,Nutricion hospitalaria
29280499,stroke,99,,,,,Journal of neurochemistry
29280386,stroke,108,,,,,"Psychology, health & medicine"
29280256,stroke,146,,,,,European journal of heart failure
29280021,stroke,130,,,,,Neurosurgical review
29279996,stroke,123,,,,,Journal of anesthesia
29279981,stroke,180,,,,,Experimental brain research
29279888,stroke,223,,,,,JAMA neurology
29279830,stroke,91,,,,,Advanced biomedical research
29279801,stroke,143,,,,,Surgical neurology international
29279712,stroke,96,,,,,Case reports in neurology
29279711,stroke,86,,,,,Case reports in neurology
29279710,stroke,65,,,,,Case reports in neurology
29279526,stroke,137,,,,,International heart journal
29279460,stroke,104,,,,,Circulation journal : official journal of the Japanese Circulation Society
29279388,stroke,73,,,,,Proceedings of the National Academy of Sciences of the United States of America
29279256,stroke,145,,,,,"Neurologia (Barcelona, Spain)"
29279254,stroke,123,,,,,"Neurologia (Barcelona, Spain)"
29278996,stroke,149,,,,,Journal of telemedicine and telecare
29278927,stroke,103,,,,,Brain injury
29278871,stroke,212,,,,,Journal of back and musculoskeletal rehabilitation
29278864,stroke,113,,,,,American journal of perinatology
29278852,stroke,108,,,,,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie
29278729,stroke,145,,,,,Neuroscience letters
29278547,stroke,163,,,,,Journal of hypertension
29278429,stroke,136,,,,,Clinical cardiology
29278365,stroke,100,,,,,International journal of molecular sciences
29278019,stroke,143,,,,,Clinical rehabilitation
29277912,stroke,147,,,,,The Journal of comparative neurology
29277709,stroke,103,,,,,Brain research
29277587,stroke,161,,,,,World neurosurgery
29277524,stroke,122,,,,,"Neurologia (Barcelona, Spain)"
29277523,stroke,118,,,,,"Neurologia (Barcelona, Spain)"
29277405,stroke,124,,,,,NeuroImage
29277382,stroke,155,,,,,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases
29277343,stroke,111,,,,,Canadian journal of diabetes
29277295,stroke,182,,,,,Progress in cardiovascular diseases
29277281,stroke,145,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29277135,stroke,79,,,,,Neurocase
29277114,stroke,173,,,,,Disability and rehabilitation
29277058,stroke,161,,,,,Gait & posture
29277004,stroke,163,,,,,Public health
29276841,stroke,137,,,,,Neurorehabilitation and neural repair
29276759,stroke,122,,,,,ACS biomaterials science & engineering
29276708,stroke,188,,,,,Frontiers in medicine
29276569,stroke,124,,,,,The Neurohospitalist
29276562,stroke,90,,,,,The Neurohospitalist
29276559,stroke,71,,,,,The Neurohospitalist
29276557,stroke,152,,,,,The Neurohospitalist
29276556,stroke,158,,,,,The Neurohospitalist
29276499,stroke,197,,,,,Frontiers in neurology
29276498,stroke,238,,,,,Frontiers in neurology
29276473,stroke,101,,,,,Frontiers in molecular neuroscience
29276461,stroke,116,,,,,Journal of chiropractic medicine
29276174,stroke,111,,,,,Cardiovascular revascularization medicine : including molecular interventions
29276136,stroke,109,,,,,Ultrasound in medicine & biology
29276055,stroke,103,,,,,Neuron
29276014,stroke,154,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29276013,stroke,126,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29275886,stroke,143,,,,,The Canadian journal of cardiology
29275788,stroke,163,,,,,Journal of psychosomatic research
29275545,stroke,119,,,,,Journal of biomedical optics
29275501,stroke,129,,,,,Translational stroke research
29275452,stroke,145,,,,,Internal and emergency medicine
29275418,stroke,85,,,,,European neurology
29275335,stroke,154,,,,,BMJ open
29275325,stroke,124,,,,,Journal of neurointerventional surgery
29275065,stroke,182,,,,,Clinical therapeutics
29275059,stroke,130,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29275014,stroke,132,,,,,Free radical biology & medicine
29275013,stroke,129,,,,,Cytokine
29274913,stroke,142,,,,,The Journal of thoracic and cardiovascular surgery
29274911,stroke,155,,,,,The Journal of thoracic and cardiovascular surgery
29274834,stroke,79,,,,,"Clinical nutrition (Edinburgh, Scotland)"
29274758,stroke,134,,,,,The American journal of medicine
29274727,stroke,204,,,,,"Lancet (London, England)"
29274471,stroke,155,,,,,Annals of physical and rehabilitation medicine
29274451,stroke,134,,,,,World neurosurgery
29274051,stroke,54,,,,,Neurocritical care
29274045,stroke,109,,,,,Journal of thrombosis and thrombolysis
29273997,stroke,103,,,,,Journal of medical systems
29273965,stroke,102,,,,,Neurotoxicity research
29273856,stroke,131,,,,,Clinical research in cardiology : official journal of the German Cardiac Society
29273767,stroke,126,,,,,The pharmacogenomics journal
29273692,stroke,134,,,,,"Journal of neurology, neurosurgery, and psychiatry"
29273658,stroke,177,,,,,BMJ open
29273654,stroke,149,,,,,BMJ open
29273652,stroke,151,,,,,BMJ open
29273637,stroke,139,,,,,Journal of the American Heart Association
29273635,stroke,149,,,,,Journal of the American Heart Association
29273586,stroke,208,,,,,BMJ (Clinical research ed.)
29273581,stroke,105,,,,,Circulation
29273536,stroke,137,,,,,Journal of neuroradiology. Journal de neuroradiologie
29273535,stroke,79,,,,,Journal of neuroradiology. Journal de neuroradiologie
29273477,stroke,140,,,,,Journal of cardiothoracic and vascular anesthesia
29273464,stroke,128,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29273429,stroke,105,,,,,"Neurologia (Barcelona, Spain)"
29273390,stroke,175,,,,,European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery
29273323,stroke,147,,,,,The Annals of thoracic surgery
29273207,stroke,140,,,,,The American journal of cardiology
29273206,stroke,144,,,,,The American journal of cardiology
29273200,stroke,135,,,,,The Annals of thoracic surgery
29273182,stroke,49,,,,,"Presse medicale (Paris, France : 1983)"
29273180,stroke,98,,,,,La Revue de medecine interne
29273078,stroke,116,,,,,Molecular neurodegeneration
29272953,stroke,141,,,,,Disability and rehabilitation
29272824,stroke,165,,,,,Nurse education today
29272804,stroke,199,,,,,Clinical neurology and neurosurgery
29272555,stroke,157,,,,,"Echocardiography (Mount Kisco, N.Y.)"
29272381,stroke,160,,,,,Interactive cardiovascular and thoracic surgery
29272301,stroke,145,,,,,PloS one
29272289,stroke,176,,,,,PloS one
29272276,stroke,135,,,,,PloS one
29272007,stroke,169,,,,,European review for medical and pharmacological sciences
29271893,stroke,64,,,,,"Sensors (Basel, Switzerland)"
29271732,stroke,86,,,,,Journal of neurosurgery. Pediatrics
29271703,stroke,143,,,,,Telemedicine journal and e-health : the official journal of the American Telemedicine Association
29271561,stroke,64,,,,,Pediatric blood & cancer
29271478,stroke,162,,,,,Clinical and experimental immunology
29270975,stroke,136,,,,,British journal of haematology
29270941,stroke,66,,,,,Seminars in neurology
29270940,stroke,95,,,,,Seminars in neurology
29270933,stroke,87,,,,,Seminars in neurology
29270918,stroke,116,,,,,Molecular neurobiology
29270903,stroke,155,,,,,European journal of applied physiology
29270783,stroke,115,,,,,International journal of colorectal disease
29270766,stroke,149,,,,,Antonie van Leeuwenhoek
29270652,stroke,234,,,,,World journal of surgery
29270613,stroke,173,,,,,JAMA otolaryngology-- head & neck surgery
29270380,stroke,176,,,,,Annals of cardiothoracic surgery
29270204,stroke,123,,,,,Evidence-based complementary and alternative medicine : eCAM
29270174,stroke,204,,,,,Frontiers in immunology
29270151,stroke,64,,,,,Frontiers in neurology
29270149,stroke,223,,,,,Frontiers in neurology
29270087,stroke,137,,,,,International journal of MS care
29269848,stroke,114,,,,,Scientific reports
29269706,stroke,113,,,,,Journal of atherosclerosis and thrombosis
29269702,stroke,111,,,,,Circulation journal : official journal of the Japanese Circulation Society
29269698,stroke,74,,,,,Rinsho shinkeigaku = Clinical neurology
29269690,stroke,74,,,,,Rinsho shinkeigaku = Clinical neurology
29269633,stroke,117,,,,,Neurologia medico-chirurgica
29269511,stroke,132,,,,,Diabetes care
29269399,stroke,141,,,,,FASEB journal : official publication of the Federation of American Societies for Experimental Biology
29269390,stroke,200,,,,,Circulation
29269367,stroke,87,,,,,BMJ case reports
29269352,stroke,157,,,,,Journal of the American Heart Association
29269313,stroke,149,,,,,Gastroenterology
29269220,stroke,105,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29269215,stroke,70,,,,,Bioorganic & medicinal chemistry letters
29269097,stroke,118,,,,,Patient education and counseling
29269067,stroke,84,,,,,World neurosurgery
29269063,stroke,141,,,,,World neurosurgery
29268936,stroke,116,,,,,The American journal of cardiology
29268934,stroke,107,,,,,The American journal of cardiology
29268928,stroke,89,,,,,Journal of the American College of Cardiology
29268926,stroke,155,,,,,Journal of the American College of Cardiology
29268792,stroke,133,,,,,Health and quality of life outcomes
29268761,stroke,222,,,,,Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance
29268625,stroke,123,,,,,Clinical rehabilitation
29268517,stroke,141,,,,,Journal of thoracic disease
29268511,stroke,145,,,,,Journal of thoracic disease
29268395,stroke,115,,,,,Journal of thoracic disease
29267372,stroke,131,,,,,PloS one
29267145,stroke,174,,,,,Radiology
29266975,stroke,97,,,,,Aging & mental health
29266966,stroke,138,,,,,Annals of the American Thoracic Society
29266885,stroke,299,,,,,Cirugia pediatrica : organo oficial de la Sociedad Espanola de Cirugia Pediatrica
29266751,stroke,114,,,,,Stress and health : journal of the International Society for the Investigation of Stress
29266493,stroke,150,,,,,Journal of clinical nursing
29266450,stroke,124,,,,,International journal of geriatric psychiatry
29266273,stroke,144,,,,,Journal of neurochemistry
29266233,stroke,149,,,,,The Journal of pathology
29266179,stroke,74,,,,,Clinical genetics
29265894,stroke,123,,,,,Journal of interprofessional care
29265873,stroke,139,,,,,Rehabilitation psychology
29265871,stroke,125,,,,,Rehabilitation psychology
29265869,stroke,144,,,,,Rehabilitation psychology
29265867,stroke,154,,,,,Rehabilitation psychology
29265866,stroke,137,,,,,Rehabilitation psychology
29265865,stroke,142,,,,,Rehabilitation psychology
29265864,stroke,100,,,,,Rehabilitation psychology
29265861,stroke,134,,,,,Rehabilitation psychology
29265792,stroke,162,,,,,European journal of physical and rehabilitation medicine
29265791,stroke,194,,,,,European journal of physical and rehabilitation medicine
29265373,stroke,129,,,,,Journal of neurochemistry
29265173,stroke,127,,,,,Acta neurologica Scandinavica
29265114,stroke,121,,,,,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion
29265102,stroke,146,,,,,Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova
29265018,stroke,131,,,,,The Indian journal of medical research
29264879,stroke,116,,,,,Advances in clinical and experimental medicine : official organ Wroclaw Medical University
29264843,stroke,150,,,,,Neurotoxicity research
29264714,stroke,105,,,,,Irish journal of medical science
29264677,stroke,118,,,,,Neurochemical research
29264668,stroke,158,,,,,Intensive care medicine experimental
29264542,stroke,134,,,,,Journal of the Endocrine Society
29264419,stroke,160,,,,,Heliyon
29264414,stroke,133,,,,,Heliyon
29264113,stroke,246,,,,,NeuroImage. Clinical
29264061,stroke,83,,,,,Journal of general and family medicine
29263784,stroke,85,,,,,F1000Research
29263488,stroke,225,,,,,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences
29263150,stroke,167,,,,,Circulation
29263135,stroke,62,,,,,Practical neurology
29263008,stroke,215,,,,,The Lancet. Neurology
29263006,stroke,224,,,,,The Lancet. Neurology
29262855,stroke,162,,,,,"Daru : journal of Faculty of Pharmacy, Tehran University of Medical Sciences"
29262841,stroke,139,,,,,Trials
29262663,stroke,125,,,,,Oncotarget
29262656,stroke,151,,,,,Oncotarget
29262636,stroke,126,,,,,Oncotarget
29262613,stroke,134,,,,,Oncotarget
29262579,stroke,93,,,,,Oncotarget
29262488,stroke,297,,,,,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]
29262474,stroke,218,,,,,Zhonghua er ke za zhi = Chinese journal of pediatrics
29262432,stroke,155,,,,,Seminars in respiratory and critical care medicine
29262431,stroke,76,,,,,Seminars in respiratory and critical care medicine
29262429,stroke,171,,,,,Seminars in respiratory and critical care medicine
29262428,stroke,112,,,,,Seminars in respiratory and critical care medicine
29262289,stroke,139,,,,,"Public health reports (Washington, D.C. : 1974)"
29262271,stroke,234,,,,,The New England journal of medicine
29261727,stroke,169,,,,,PloS one
29261716,stroke,114,,,,,PloS one
29261675,stroke,205,,,,,PloS one
29261564,stroke,157,,,,,Critical care medicine
29261153,stroke,105,,,,,International journal of environmental research and public health
29260927,stroke,127,,,,,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism
29260837,stroke,112,,,,,Journal of rehabilitation medicine
29260712,stroke,133,,,,,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
29260627,stroke,103,,,,,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism
29260619,stroke,123,,,,,Journal of sports sciences
29260615,stroke,133,,,,,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism
29260540,stroke,124,,,,,European journal of physical and rehabilitation medicine
29260458,stroke,74,,,,,Drugs in R&D
29260427,stroke,147,,,,,Journal of thrombosis and thrombolysis
29260380,stroke,166,,,,,Brain imaging and behavior
29260346,stroke,139,,,,,The international journal of cardiovascular imaging
29260256,stroke,161,,,,,Clinical neuroradiology
29260237,stroke,175,,,,,Herz
29260039,stroke,73,,,,,eNeurologicalSci
29260033,stroke,103,,,,,eNeurologicalSci
29260030,stroke,104,,,,,eNeurologicalSci
29260020,stroke,102,,,,,eNeurologicalSci
29260015,stroke,121,,,,,eNeurologicalSci
29260013,stroke,124,,,,,eNeurologicalSci
29260010,stroke,129,,,,,eNeurologicalSci
29260009,stroke,49,,,,,eNeurologicalSci
29259998,stroke,124,,,,,Neurology(R) neuroimmunology & neuroinflammation
29259939,stroke,139,,,,,Iranian journal of public health
29259788,stroke,132,,,,,Open heart
29259732,stroke,118,,,,,Oxidative medicine and cellular longevity
29259576,stroke,106,,,,,Frontiers in neurology
29259514,stroke,61,,,,,Texas Heart Institute journal
29259148,stroke,150,,,,,The American journal of case reports
29259124,stroke,124,,,,,Journal of neurointerventional surgery
29259123,stroke,158,,,,,Journal of neurointerventional surgery
29258945,stroke,132,,,,,World neurosurgery
29258936,stroke,172,,,,,World neurosurgery
29258866,stroke,146,,,,,Brain research bulletin
29258823,stroke,94,,,,,Biochemical and biophysical research communications
29258787,stroke,65,,,,,Mitochondrion
29258779,stroke,121,,,,,Medicina intensiva
29258736,stroke,133,,,,,Brazilian journal of physical therapy
29258677,stroke,137,,,,,The Annals of thoracic surgery
29258602,stroke,112,,,,,Veterinary research
29258590,stroke,143,,,,,Biomedical engineering online
29258502,stroke,139,,,,,Cardiovascular diabetology
29258470,stroke,191,,,,,BMC public health
29257748,stroke,111,,,,,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia
29257264,stroke,166,,,,,Molecular medicine reports
29257253,stroke,164,,,,,Molecular medicine reports
29257093,stroke,120,,,,,International journal of molecular sciences
29256908,stroke,132,,,,,Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology
29256765,stroke,109,,,,,Journal of medical engineering & technology
29256324,stroke,133,,,,,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism
29256265,stroke,31,,,,,British journal of neurosurgery
29256227,stroke,147,,,,,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences
29256226,stroke,150,,,,,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences
29256225,stroke,107,,,,,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences
29255847,stroke,186,,,,,Annals of internal medicine
29255656,stroke,56,,,,,Cureus
29255546,stroke,108,,,,,The Pan African medical journal
29255511,stroke,108,,,,,Journal of arrhythmia
29255510,stroke,119,,,,,Journal of arrhythmia
29255443,stroke,210,,,,,Frontiers in neurology
29255442,stroke,102,,,,,Frontiers in neurology
29255319,stroke,139,,,,,JNMA; journal of the Nepal Medical Association
29255316,stroke,112,,,,,JNMA; journal of the Nepal Medical Association
29255068,stroke,121,,,,,Blood
29255000,stroke,164,,,,,The Journal of pharmacology and experimental therapeutics
29254993,stroke,142,,,,,Clinical cancer research : an official journal of the American Association for Cancer Research
29254930,stroke,183,,,,,Circulation
29254928,stroke,138,,,,,Circulation
29254786,stroke,117,,,,,"Pathology, research and practice"
29254760,stroke,147,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29254735,stroke,152,,,,,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie
29254693,stroke,108,,,,,Atherosclerosis
29254692,stroke,106,,,,,Atherosclerosis
29254683,stroke,74,,,,,Journal of the Formosan Medical Association = Taiwan yi zhi
29254566,stroke,110,,,,,Analytica chimica acta
29254484,stroke,188,,,,,BMC medicine
29254225,stroke,112,,,,,Oncotarget
29254215,stroke,106,,,,,Oncotarget
29254116,stroke,109,,,,,NeuroRehabilitation
29254115,stroke,113,,,,,NeuroRehabilitation
29254113,stroke,112,,,,,NeuroRehabilitation
29254111,stroke,124,,,,,NeuroRehabilitation
29253844,stroke,176,,,,,Nephron
29253838,stroke,112,,,,,Journal of critical care
29253682,stroke,137,,,,,Journal of affective disorders
29253643,stroke,147,,,,,Atherosclerosis
29253631,stroke,170,,,,,The spine journal : official journal of the North American Spine Society
29253463,stroke,106,,,,,The Annals of thoracic surgery
29253412,stroke,253,,,,,The Lancet. Public health
29253108,stroke,128,,,,,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery
29252991,stroke,128,,,,,PloS one
29252058,stroke,154,,,,,International journal of sport nutrition and exercise metabolism
29251769,stroke,145,,,,,Clinical cardiology
29251628,stroke,123,,,,,The Journal of clinical investigation
29251561,stroke,138,,,,,Pulmonary circulation
29251546,stroke,90,,,,,"OTJR : occupation, participation and health"
29251545,stroke,143,,,,,Pulmonary circulation
29251360,stroke,139,,,,,Clinical cardiology
29251227,stroke,125,,,,,Scandinavian journal of public health
29251174,stroke,128,,,,,European journal of sport science
29251112,stroke,143,,,,,Cell transplantation
29251055,stroke,84,,,,,Health informatics journal
29251018,stroke,101,,,,,Expert opinion on pharmacotherapy
29250987,stroke,150,,,,,Disability and rehabilitation
29250967,stroke,129,,,,,Orvosi hetilap
29250814,stroke,105,,,,,Statistics in medicine
29250714,stroke,114,,,,,Molecular neurobiology
29250595,stroke,167,,,,,ACS biomaterials science & engineering
29250479,stroke,34,,,,,The Thoracic and cardiovascular surgeon reports
29250322,stroke,57,,,,,F1000Research
29250298,stroke,118,,,,,Journal of atrial fibrillation
29250284,stroke,45,,,,,Journal of atrial fibrillation
29250283,stroke,119,,,,,Journal of atrial fibrillation
29250279,stroke,178,,,,,Journal of atrial fibrillation
29250278,stroke,137,,,,,Journal of atrial fibrillation
29250276,stroke,138,,,,,Journal of atrial fibrillation
29250273,stroke,205,,,,,Journal of atrial fibrillation
29250272,stroke,133,,,,,Journal of atrial fibrillation
29250248,stroke,55,,,,,Journal of atrial fibrillation
29250246,stroke,85,,,,,Journal of atrial fibrillation
29250244,stroke,147,,,,,Journal of atrial fibrillation
29250242,stroke,58,,,,,Journal of atrial fibrillation
29250236,stroke,90,,,,,Journal of atrial fibrillation
29250228,stroke,79,,,,,Journal of atrial fibrillation
29250222,stroke,173,,,,,Journal of atrial fibrillation
29250221,stroke,146,,,,,Journal of atrial fibrillation
29250142,stroke,127,,,,,Experimental and therapeutic medicine
29250111,stroke,99,,,,,International journal of telemedicine and applications
29250029,stroke,134,,,,,Frontiers in neurology
29249993,stroke,110,,,,,Frontiers in psychiatry
29249952,stroke,138,,,,,Frontiers in human neuroscience
29249927,stroke,130,,,,,Frontiers in neuroscience
29249776,stroke,207,,,,,[Nihon koshu eisei zasshi] Japanese journal of public health
29249773,stroke,145,,,,,Bioscience trends
29249682,stroke,150,,,,,Parkinsonism & related disorders
29249611,stroke,108,,,,,Diabetes & metabolism
29249591,stroke,137,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29249590,stroke,121,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29249589,stroke,160,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29249378,stroke,143,,,,,Journal of the neurological sciences
29249376,stroke,105,,,,,Journal of the neurological sciences
29249372,stroke,191,,,,,Journal of the neurological sciences
29249365,stroke,145,,,,,Journal of the neurological sciences
29249300,stroke,140,,,,,"Neurologia (Barcelona, Spain)"
29249284,stroke,96,,,,,Neuron
29249166,stroke,161,,,,,European heart journal. Acute cardiovascular care
29249075,stroke,80,,,,,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery
29249057,stroke,138,,,,,Journal of neurology
29249019,stroke,102,,,,,Amino acids
29249001,stroke,142,,,,,Acta neuropathologica
29248999,stroke,143,,,,,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology
29248975,stroke,102,,,,,Sleep & breathing = Schlaf & Atmung
29248877,stroke,108,,,,,Molecular immunology
29248829,stroke,162,,,,,Redox biology
29248762,stroke,132,,,,,"Environmental pollution (Barking, Essex : 1987)"
29248284,stroke,141,,,,,The Journal of thoracic and cardiovascular surgery
29248242,stroke,215,,,,,Journal of vascular surgery
29248191,stroke,151,,,,,Journal of biomechanics
29248163,stroke,136,,,,,International journal of cardiology
29248158,stroke,116,,,,,Cortex; a journal devoted to the study of the nervous system and behavior
29248153,stroke,127,,,,,The Annals of thoracic surgery
29247897,stroke,75,,,,,Redox biology
29247810,stroke,171,,,,,"International journal of surgery (London, England)"
29247776,stroke,147,,,,,Neuroscience
29247656,stroke,143,,,,,Diabetes research and clinical practice
29247633,stroke,116,,,,,Clinica chimica acta; international journal of clinical chemistry
29247524,stroke,148,,,,,Clinical cardiology
29247523,stroke,146,,,,,Clinical cardiology
29247519,stroke,125,,,,,Clinical cardiology
29247499,stroke,162,,,,,British journal of clinical pharmacology
29247482,stroke,247,,,,,Epilepsia
29247478,stroke,114,,,,,"Microcirculation (New York, N.Y. : 1994)"
29247238,stroke,133,,,,,Scientific reports
29247143,stroke,152,,,,,Stroke
29247142,stroke,182,,,,,Stroke
29247141,stroke,150,,,,,Stroke
29247116,stroke,148,,,,,BMJ open
29247109,stroke,178,,,,,BMJ open
29247093,stroke,137,,,,,BMJ open
29247089,stroke,173,,,,,BMJ open
29247088,stroke,132,,,,,BMJ open
29247083,stroke,160,,,,,BMJ open
29247070,stroke,157,,,,,Neurology
29247032,stroke,153,,,,,Circulation. Arrhythmia and electrophysiology
29246963,stroke,158,,,,,Journal of the American Heart Association
29246906,stroke,157,,,,,Journal of neurointerventional surgery
29246828,stroke,106,,,,,Heart rhythm
29246672,stroke,144,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29246671,stroke,89,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29246670,stroke,88,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29246631,stroke,152,,,,,Journal of the neurological sciences
29246621,stroke,141,,,,,Journal of the neurological sciences
29246620,stroke,140,,,,,Journal of the neurological sciences
29246615,stroke,124,,,,,Journal of the neurological sciences
29246609,stroke,147,,,,,Journal of the neurological sciences
29246600,stroke,167,,,,,Journal of the neurological sciences
29246591,stroke,147,,,,,Journal of the neurological sciences
29246544,stroke,147,,,,,The Journal of thoracic and cardiovascular surgery
29246455,stroke,127,,,,,Brazilian journal of physical therapy
29246448,stroke,112,,,,,Biochimica et biophysica acta
29246244,stroke,120,,,,,Journal of neuroinflammation
29246240,stroke,158,,,,,Journal of cardiothoracic surgery
29246206,stroke,137,,,,,BMC public health
29246198,stroke,143,,,,,BMC neurology
29245986,stroke,129,,,,,Oncotarget
29245967,stroke,113,,,,,Oncotarget
29245366,stroke,148,,,,,Medicine
29245288,stroke,95,,,,,Medicine
29245279,stroke,111,,,,,Medicine
29245245,stroke,174,,,,,Medicine
29245225,stroke,158,,,,,Medicine
29245106,stroke,158,,,,,Clinical neurology and neurosurgery
29244830,stroke,163,,,,,PloS one
29244749,stroke,128,,,,,International journal of molecular sciences
29244265,stroke,147,,,,,The Journal of clinical psychiatry
29244199,stroke,360,,,,,The Cochrane database of systematic reviews
29244081,stroke,170,,,,,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology"
29243982,stroke,194,,,,,Journal of neurosurgery
29243979,stroke,157,,,,,Journal of neurosurgery
29243974,stroke,228,,,,,Journal of neurosurgery. Pediatrics
29243834,stroke,146,,,,,Clinical cardiology
29243787,stroke,129,,,,,European review for medical and pharmacological sciences
29243783,stroke,147,,,,,European review for medical and pharmacological sciences
29243587,stroke,91,,,,,eLife
29243562,stroke,91,,,,,Western journal of nursing research
29243510,stroke,170,,,,,European journal of preventive cardiology
29243508,stroke,128,,,,,Clinical rehabilitation
29243202,stroke,108,,,,,"Cerebellum (London, England)"
29243191,stroke,113,,,,,GeroScience
29243114,stroke,161,,,,,European journal of clinical pharmacology
29242722,stroke,98,,,,,Nuclear medicine and molecular imaging
29242362,stroke,132,,,,,AJNR. American journal of neuroradiology
29242352,stroke,155,,,,,Circulation. Heart failure
